timestamp,ip_address,command,not_local,offtime,has_malicious_command,is_malicious
2020-02-07 14:33:49,192.168.19.84,cd,True,False,False,False
2021-09-21 09:16:47,192.168.152.57,cd,True,False,False,False
2022-03-01 09:06:47,127.0.0.1,touch,False,False,False,False
2022-01-24 15:33:58,192.168.158.172,telnet,True,False,True,True
2021-10-14 22:25:21,192.168.108.232,nmap,True,True,True,True
2021-06-11 23:30:59,192.168.185.147,sudo nmap,True,True,False,True
2021-12-05 15:05:06,192.168.33.222,wget,True,False,True,True
2020-08-24 06:09:58,192.168.113.0,sudo cd,True,True,False,True
2022-02-19 19:04:13,127.0.0.1,cat,False,True,False,False
2020-04-04 05:07:34,192.168.189.59,mkdir,True,True,False,True
2022-01-15 14:27:01,192.168.179.202,kill,True,False,True,True
2020-03-20 17:47:28,192.168.61.135,traceroute,True,False,False,False
2020-12-21 03:02:56,192.168.229.34,touch,True,True,False,True
2020-03-10 16:53:30,192.168.237.100,sudo wget,True,False,False,False
2021-07-02 10:13:57,127.0.0.1,ls,False,False,False,False
2022-01-05 02:11:13,192.168.144.140,sudo wget,True,True,False,True
2021-08-25 12:12:47,192.168.68.225,mkdir,True,False,False,False
2021-05-04 21:34:00,192.168.5.125,awk,True,True,False,True
2021-05-31 12:25:11,127.0.0.1,ping,False,False,False,False
2020-09-24 08:16:54,192.168.108.184,mkdir,True,True,False,True
2021-07-15 05:49:37,127.0.0.1,traceroute,False,True,False,False
2022-01-09 01:22:42,192.168.131.7,sudo rm,True,True,False,True
2020-01-30 12:55:59,192.168.63.84,kill,True,False,True,True
2020-12-23 18:39:33,192.168.74.37,mkdir,True,True,False,True
2021-01-18 21:19:39,127.0.0.1,ls,False,True,False,False
2021-07-19 01:35:07,127.0.0.1,touch,False,True,False,False
2021-06-02 16:16:15,127.0.0.1,sudo nmap,False,False,False,False
2021-11-19 11:54:30,127.0.0.1,kill,False,False,True,True
2021-10-14 18:17:02,127.0.0.1,kill,False,True,True,True
2021-01-03 01:29:25,192.168.227.123,scp,True,True,True,True
2021-08-15 20:58:29,192.168.25.195,mv,True,True,False,True
2021-04-27 08:45:26,192.168.113.192,touch,True,True,False,True
2021-02-15 21:44:48,127.0.0.1,ls,False,True,False,False
2021-03-06 13:53:10,192.168.10.57,ping,True,False,False,False
2020-02-10 02:27:52,192.168.177.248,top,True,True,False,True
2021-05-13 00:30:45,192.168.169.139,netcat,True,True,False,True
2021-04-20 19:46:19,127.0.0.1,sudo touch,False,True,False,False
2020-02-19 16:38:22,192.168.150.176,awk,True,False,False,False
2021-09-11 08:05:14,127.0.0.1,ls,False,True,False,False
2020-12-23 23:31:41,192.168.127.141,mkdir,True,True,False,True
2020-01-11 01:53:19,192.168.109.122,wget,True,True,True,True
2020-08-16 15:29:35,192.168.236.34,cp,True,False,False,False
2020-03-16 07:05:42,192.168.197.109,sudo pwd,True,True,False,True
2021-07-06 10:34:30,127.0.0.1,mv,False,False,False,False
2021-02-21 17:53:21,192.168.3.130,grep,True,False,False,False
2021-05-26 02:49:49,127.0.0.1,telnet,False,True,True,True
2021-05-15 13:58:57,127.0.0.1,top,False,False,False,False
2020-03-14 23:21:51,127.0.0.1,ls,False,True,False,False
2022-02-20 16:24:08,127.0.0.1,touch,False,False,False,False
2021-10-31 04:00:16,127.0.0.1,sudo ps,False,True,False,False
2020-01-16 08:48:45,127.0.0.1,top,False,True,False,False
2021-05-07 15:50:29,192.168.91.163,cd,True,False,False,False
2020-01-07 06:48:27,192.168.159.227,sed,True,True,False,True
2020-07-17 14:22:59,127.0.0.1,sudo cp,False,False,False,False
2020-07-27 04:54:47,192.168.22.240,pwd,True,True,False,True
2020-06-24 19:03:32,127.0.0.1,traceroute,False,True,False,False
2020-12-25 18:05:40,127.0.0.1,rm,False,True,False,False
2022-01-18 17:29:16,127.0.0.1,sudo pwd,False,False,False,False
2021-07-14 02:03:37,127.0.0.1,sudo mv,False,True,False,False
2021-06-04 22:43:19,127.0.0.1,traceroute,False,True,False,False
2021-03-24 12:44:16,192.168.183.67,sudo pwd,True,False,False,False
2020-10-20 04:41:27,192.168.255.110,traceroute,True,True,False,True
2021-07-28 20:19:33,192.168.79.136,touch,True,True,False,True
2021-07-29 07:50:14,192.168.210.49,ps,True,True,False,True
2020-07-27 23:03:06,127.0.0.1,curl,False,True,True,True
2021-10-02 11:28:58,127.0.0.1,ls,False,False,False,False
2021-11-30 12:01:45,192.168.103.22,pwd,True,False,False,False
2020-12-01 15:58:28,192.168.220.207,sed,True,False,False,False
2020-04-25 13:52:27,192.168.78.251,ping,True,False,False,False
2021-07-27 21:18:10,127.0.0.1,scp,False,True,True,True
2021-07-08 15:51:57,127.0.0.1,telnet,False,False,True,True
2020-04-06 06:30:11,127.0.0.1,cd,False,True,False,False
2021-09-29 20:00:01,127.0.0.1,grep,False,True,False,False
2021-11-17 16:37:23,192.168.102.132,scp,True,False,True,True
2022-02-22 08:26:00,192.168.96.249,touch,True,True,False,True
2021-07-25 19:38:13,192.168.175.205,sudo wget,True,True,False,True
2021-02-28 08:09:17,127.0.0.1,ls,False,True,False,False
2021-04-17 21:00:35,127.0.0.1,mkdir,False,True,False,False
2021-05-31 05:35:21,127.0.0.1,sudo kill,False,True,False,False
2021-06-15 19:07:13,127.0.0.1,kill,False,True,True,True
2020-06-03 08:09:27,127.0.0.1,kill,False,True,True,True
2021-02-20 02:08:46,192.168.52.16,pwd,True,True,False,True
2022-02-05 03:46:45,127.0.0.1,wget,False,True,True,True
2020-03-07 21:20:33,127.0.0.1,mkdir,False,True,False,False
2021-04-23 20:49:25,192.168.214.75,sudo wget,True,True,False,True
2021-12-10 15:00:47,127.0.0.1,sudo grep,False,False,False,False
2020-04-25 13:50:27,192.168.106.213,touch,True,False,False,False
2020-02-29 07:17:56,127.0.0.1,rm,False,True,False,False
2021-09-23 21:51:31,192.168.114.187,sed,True,True,False,True
2020-04-11 17:25:11,192.168.187.158,mkdir,True,False,False,False
2021-07-31 00:25:33,192.168.183.13,sed,True,True,False,True
2020-02-24 20:16:31,192.168.155.239,sudo rm,True,True,False,True
2020-04-09 08:19:11,127.0.0.1,ls,False,True,False,False
2021-05-20 14:51:05,127.0.0.1,awk,False,False,False,False
2021-10-31 03:21:46,192.168.90.83,sed,True,True,False,True
2022-01-07 23:34:59,192.168.127.71,sudo pwd,True,True,False,True
2020-09-21 09:57:06,127.0.0.1,ls,False,False,False,False
2021-04-06 06:29:31,127.0.0.1,traceroute,False,True,False,False
2021-04-13 12:12:00,127.0.0.1,mkdir,False,False,False,False
2021-07-02 10:01:25,192.168.8.144,touch,True,False,False,False
2020-07-11 18:06:05,127.0.0.1,sudo netcat,False,True,False,False
2020-03-17 16:38:39,127.0.0.1,sudo pwd,False,False,False,False
2020-10-30 06:55:50,127.0.0.1,cp,False,True,False,False
2021-07-15 04:16:16,192.168.165.225,sudo ls,True,True,False,True
2020-06-22 02:28:17,127.0.0.1,mv,False,True,False,False
2021-11-09 05:46:36,127.0.0.1,awk,False,True,False,False
2020-07-18 00:50:02,127.0.0.1,sudo mkdir,False,True,False,False
2021-07-23 01:57:58,192.168.112.16,rm,True,True,False,True
2021-04-05 15:43:55,192.168.103.91,curl,True,False,True,True
2021-10-13 14:08:15,127.0.0.1,sudo scp,False,False,False,False
2020-08-05 06:06:27,127.0.0.1,rm,False,True,False,False
2021-02-19 04:14:54,127.0.0.1,sudo ping,False,True,False,False
2021-07-08 16:33:12,192.168.218.16,sudo mkdir,True,False,False,False
2021-08-12 03:09:28,192.168.194.153,netcat,True,True,False,True
2021-07-05 21:53:10,192.168.135.230,nmap,True,True,True,True
2022-01-26 03:10:29,192.168.65.177,mkdir,True,True,False,True
2020-09-10 18:16:38,192.168.8.11,cd,True,True,False,True
2021-07-14 16:46:11,127.0.0.1,sudo ls,False,False,False,False
2021-10-22 00:20:16,127.0.0.1,cp,False,True,False,False
2020-11-08 12:34:55,127.0.0.1,awk,False,False,False,False
2021-08-25 16:11:13,192.168.137.249,rm,True,False,False,False
2020-04-06 03:19:55,192.168.203.82,sudo cd,True,True,False,True
2021-11-18 08:16:09,127.0.0.1,curl,False,True,True,True
2021-09-07 22:59:46,192.168.189.161,ping,True,True,False,True
2021-10-01 10:00:34,127.0.0.1,mkdir,False,False,False,False
2020-12-17 07:07:00,192.168.114.136,traceroute,True,True,False,True
2021-01-31 14:45:32,192.168.74.152,wget,True,False,True,True
2021-08-04 05:01:44,192.168.147.15,scp,True,True,True,True
2021-11-09 03:28:05,127.0.0.1,cp,False,True,False,False
2021-01-08 14:40:06,127.0.0.1,ls,False,False,False,False
2021-03-17 18:13:00,127.0.0.1,pwd,False,True,False,False
2020-03-04 09:19:10,127.0.0.1,cd,False,False,False,False
2021-03-23 00:37:47,127.0.0.1,cd,False,True,False,False
2020-08-01 21:19:56,127.0.0.1,nmap,False,True,True,True
2021-04-05 09:30:36,192.168.233.50,touch,True,False,False,False
2020-05-20 09:17:14,127.0.0.1,pwd,False,False,False,False
2021-11-24 07:12:28,192.168.41.234,ping,True,True,False,True
2021-02-13 00:31:46,127.0.0.1,ls,False,True,False,False
2022-02-15 21:49:31,127.0.0.1,touch,False,True,False,False
2020-03-13 12:30:06,192.168.114.209,sudo sed,True,False,False,False
2021-01-14 18:55:44,127.0.0.1,ls,False,True,False,False
2021-11-27 15:46:47,192.168.61.139,touch,True,False,False,False
2021-03-11 23:48:01,127.0.0.1,awk,False,True,False,False
2021-12-01 21:12:52,127.0.0.1,sudo cp,False,True,False,False
2020-09-01 22:19:25,127.0.0.1,grep,False,True,False,False
2021-10-15 14:14:32,127.0.0.1,telnet,False,False,True,True
2020-09-21 07:02:49,192.168.201.120,pwd,True,True,False,True
2020-06-25 10:30:40,192.168.149.159,pwd,True,False,False,False
2020-12-30 08:25:52,127.0.0.1,curl,False,True,True,True
2021-09-01 15:47:29,127.0.0.1,rm,False,False,False,False
2020-02-26 07:00:52,192.168.139.231,ls,True,True,False,True
2020-04-22 03:24:53,127.0.0.1,mkdir,False,True,False,False
2020-12-21 15:58:14,127.0.0.1,awk,False,False,False,False
2020-07-16 01:16:08,192.168.172.155,ls,True,True,False,True
2021-04-06 11:58:12,192.168.195.211,wget,True,False,True,True
2021-04-28 19:52:39,192.168.101.73,scp,True,True,True,True
2021-04-13 17:11:15,127.0.0.1,scp,False,False,True,True
2021-07-01 19:53:03,192.168.210.50,touch,True,True,False,True
2021-04-07 23:24:59,192.168.226.219,pwd,True,True,False,True
2021-02-11 13:24:12,127.0.0.1,ping,False,False,False,False
2020-05-14 16:23:54,192.168.136.159,touch,True,False,False,False
2020-05-15 04:56:53,127.0.0.1,curl,False,True,True,True
2020-03-31 23:28:51,127.0.0.1,pwd,False,True,False,False
2022-02-10 14:28:28,192.168.226.30,sudo nmap,True,False,False,False
2022-02-17 22:40:36,192.168.67.55,ls,True,True,False,True
2020-11-15 02:49:49,192.168.211.138,cd,True,True,False,True
2021-01-15 02:52:02,192.168.165.174,sed,True,True,False,True
2022-01-25 02:42:15,192.168.27.82,sudo ls,True,True,False,True
2022-01-30 07:02:02,127.0.0.1,cp,False,True,False,False
2020-07-05 19:10:11,127.0.0.1,sudo cat,False,True,False,False
2020-03-18 14:43:07,127.0.0.1,cd,False,False,False,False
2021-07-22 20:09:39,192.168.27.121,curl,True,True,True,True
2021-12-10 04:01:25,127.0.0.1,cp,False,True,False,False
2021-03-17 12:32:46,192.168.88.235,sudo touch,True,False,False,False
2021-01-11 12:04:11,127.0.0.1,touch,False,False,False,False
2020-12-06 16:44:48,127.0.0.1,pwd,False,False,False,False
2021-05-05 01:28:49,127.0.0.1,awk,False,True,False,False
2021-12-23 11:28:25,192.168.80.151,sudo pwd,True,False,False,False
2020-03-12 05:03:46,127.0.0.1,pwd,False,True,False,False
2020-09-22 05:36:33,192.168.159.233,ping,True,True,False,True
2021-10-07 07:20:07,127.0.0.1,ps,False,True,False,False
2020-02-17 01:03:27,192.168.7.110,cp,True,True,False,True
2021-04-25 10:47:56,192.168.242.171,sudo netcat,True,False,False,False
2020-07-28 00:45:05,192.168.199.128,mv,True,True,False,True
2021-12-05 13:40:42,127.0.0.1,sudo pwd,False,False,False,False
2020-11-18 13:33:15,127.0.0.1,top,False,False,False,False
2020-03-31 22:20:33,127.0.0.1,cat,False,True,False,False
2021-02-03 05:16:36,127.0.0.1,sudo mv,False,True,False,False
2021-07-05 23:17:43,127.0.0.1,cd,False,True,False,False
2020-03-16 10:34:53,192.168.177.71,mv,True,False,False,False
2021-04-02 04:51:06,192.168.231.107,sudo rm,True,True,False,True
2022-03-02 18:37:03,127.0.0.1,mv,False,True,False,False
2020-02-23 15:11:12,192.168.240.93,sudo sed,True,False,False,False
2021-03-14 02:04:03,192.168.192.28,ls,True,True,False,True
2021-05-24 07:52:29,127.0.0.1,pwd,False,True,False,False
2021-06-03 16:42:09,192.168.151.176,touch,True,False,False,False
2020-10-31 13:01:43,127.0.0.1,touch,False,False,False,False
2020-12-24 18:51:48,192.168.136.130,touch,True,True,False,True
2021-02-09 08:05:28,127.0.0.1,ps,False,True,False,False
2021-06-20 04:25:47,127.0.0.1,sudo cd,False,True,False,False
2021-02-08 21:57:25,127.0.0.1,grep,False,True,False,False
2020-12-03 19:43:36,192.168.249.97,telnet,True,True,True,True
2021-10-27 00:04:37,192.168.58.13,mv,True,True,False,True
2021-11-11 06:51:28,127.0.0.1,mkdir,False,True,False,False
2020-12-14 19:01:20,192.168.87.194,cd,True,True,False,True
2021-10-16 15:19:22,127.0.0.1,sudo sed,False,False,False,False
2020-01-15 02:50:20,127.0.0.1,pwd,False,True,False,False
2020-04-26 20:31:06,127.0.0.1,sudo top,False,True,False,False
2021-08-15 00:44:42,127.0.0.1,telnet,False,True,True,True
2022-01-29 19:21:46,192.168.249.218,top,True,True,False,True
2022-03-08 01:26:49,192.168.227.200,sudo pwd,True,True,False,True
2021-09-10 19:33:14,127.0.0.1,scp,False,True,True,True
2020-12-06 14:29:36,192.168.159.134,mkdir,True,False,False,False
2021-01-17 19:40:14,127.0.0.1,pwd,False,True,False,False
2021-09-30 03:54:36,127.0.0.1,ls,False,True,False,False
2021-10-21 22:04:59,192.168.79.182,sudo sed,True,True,False,True
2020-04-20 11:12:10,192.168.73.110,nmap,True,False,True,True
2020-02-05 09:08:55,192.168.22.193,grep,True,False,False,False
2020-10-08 23:50:35,192.168.195.84,top,True,True,False,True
2020-08-19 19:36:13,192.168.252.67,pwd,True,True,False,True
2021-06-28 05:39:15,192.168.163.76,mv,True,True,False,True
2020-02-08 04:15:24,192.168.53.155,curl,True,True,True,True
2021-03-15 23:59:28,192.168.12.36,ssh,True,True,True,True
2021-09-14 10:06:58,192.168.22.157,sudo pwd,True,False,False,False
2020-11-02 14:15:44,127.0.0.1,netcat,False,False,False,False
2021-07-06 07:34:48,127.0.0.1,cd,False,True,False,False
2020-04-09 13:20:13,127.0.0.1,sudo mkdir,False,False,False,False
2020-06-09 22:35:09,127.0.0.1,telnet,False,True,True,True
2021-07-28 16:08:58,127.0.0.1,ping,False,False,False,False
2020-03-12 22:38:26,127.0.0.1,pwd,False,True,False,False
2021-07-22 03:37:59,192.168.83.161,sed,True,True,False,True
2021-03-25 01:34:04,127.0.0.1,traceroute,False,True,False,False
2021-04-01 08:29:16,127.0.0.1,traceroute,False,True,False,False
2022-02-10 18:47:29,192.168.67.17,sudo mv,True,True,False,True
2021-11-20 20:42:25,192.168.102.13,ls,True,True,False,True
2020-06-26 14:41:39,192.168.179.179,curl,True,False,True,True
2021-07-08 15:26:56,127.0.0.1,cat,False,False,False,False
2021-01-31 13:48:13,127.0.0.1,cd,False,False,False,False
2021-05-27 00:33:57,192.168.128.202,ping,True,True,False,True
2021-08-05 12:28:51,192.168.83.23,kill,True,False,True,True
2021-09-04 04:55:26,127.0.0.1,touch,False,True,False,False
2020-03-26 02:47:20,192.168.183.77,sed,True,True,False,True
2020-02-12 22:26:59,192.168.191.21,touch,True,True,False,True
2020-03-22 15:18:26,192.168.235.1,sudo cat,True,False,False,False
2020-01-04 02:22:40,127.0.0.1,cd,False,True,False,False
2021-06-29 21:31:42,192.168.129.211,sudo touch,True,True,False,True
2021-10-09 11:17:34,127.0.0.1,nmap,False,False,True,True
2020-07-04 02:00:57,127.0.0.1,mkdir,False,True,False,False
2020-04-26 08:24:21,192.168.195.97,pwd,True,True,False,True
2021-07-15 03:33:24,192.168.241.67,touch,True,True,False,True
2020-03-11 19:33:22,127.0.0.1,cd,False,True,False,False
2021-02-19 23:27:09,192.168.78.115,nmap,True,True,True,True
2020-09-14 22:10:58,192.168.49.10,cp,True,True,False,True
2021-08-31 09:04:59,127.0.0.1,wget,False,False,True,True
2021-07-23 14:50:25,127.0.0.1,ssh,False,False,True,True
2021-03-18 21:48:44,192.168.199.168,touch,True,True,False,True
2022-01-22 11:13:03,127.0.0.1,mkdir,False,False,False,False
2020-11-06 20:19:54,192.168.222.137,ps,True,True,False,True
2020-09-23 08:34:59,127.0.0.1,traceroute,False,True,False,False
2022-02-07 05:38:11,192.168.67.38,sudo telnet,True,True,False,True
2021-03-21 22:55:49,127.0.0.1,mv,False,True,False,False
2022-01-31 20:03:45,192.168.91.3,pwd,True,True,False,True
2020-10-26 21:35:18,127.0.0.1,kill,False,True,True,True
2021-05-15 04:46:24,192.168.100.167,sudo rm,True,True,False,True
2021-11-03 02:16:56,192.168.153.79,sudo pwd,True,True,False,True
2020-03-14 13:10:37,192.168.251.138,top,True,False,False,False
2020-09-10 06:10:27,127.0.0.1,nmap,False,True,True,True
2021-08-23 06:23:37,127.0.0.1,touch,False,True,False,False
2021-09-16 01:14:12,192.168.24.152,cat,True,True,False,True
2021-09-14 18:34:27,192.168.226.222,cp,True,True,False,True
2021-10-01 13:49:32,192.168.237.54,kill,True,False,True,True
2021-10-05 15:53:38,192.168.67.242,sudo nmap,True,False,False,False
2022-01-28 15:59:14,127.0.0.1,sudo cd,False,False,False,False
2021-01-30 08:36:09,192.168.51.163,grep,True,True,False,True
2020-09-25 12:05:20,127.0.0.1,mv,False,False,False,False
2020-12-17 00:48:43,192.168.27.123,sudo grep,True,True,False,True
2021-07-18 23:40:45,192.168.234.13,sudo awk,True,True,False,True
2021-05-05 18:42:39,192.168.245.141,cd,True,True,False,True
2021-06-22 01:24:33,127.0.0.1,cp,False,True,False,False
2020-09-24 13:11:10,192.168.73.129,touch,True,False,False,False
2020-02-17 04:08:32,192.168.230.168,mkdir,True,True,False,True
2021-09-21 22:19:57,127.0.0.1,pwd,False,True,False,False
2020-12-27 05:08:05,192.168.73.138,awk,True,True,False,True
2021-07-17 20:25:26,127.0.0.1,grep,False,True,False,False
2021-01-12 19:06:29,192.168.46.50,grep,True,True,False,True
2021-03-26 12:42:03,192.168.151.234,sed,True,False,False,False
2022-02-04 21:51:49,127.0.0.1,mkdir,False,True,False,False
2021-07-19 21:36:55,192.168.191.243,cd,True,True,False,True
2021-09-19 17:56:05,127.0.0.1,wget,False,False,True,True
2020-05-06 21:30:33,192.168.233.10,ping,True,True,False,True
2022-02-26 08:24:11,127.0.0.1,mkdir,False,True,False,False
2020-04-17 13:43:24,192.168.124.235,grep,True,False,False,False
2022-03-03 01:50:47,192.168.128.149,touch,True,True,False,True
2021-09-03 09:31:13,127.0.0.1,traceroute,False,False,False,False
2021-11-13 05:13:48,127.0.0.1,mkdir,False,True,False,False
2021-07-27 04:00:06,192.168.242.135,pwd,True,True,False,True
2021-02-09 14:13:10,192.168.167.196,pwd,True,False,False,False
2021-03-21 18:18:13,192.168.24.82,sudo top,True,True,False,True
2022-02-23 22:55:14,192.168.143.88,touch,True,True,False,True
2021-09-12 03:35:30,192.168.157.209,traceroute,True,True,False,True
2021-12-22 05:46:43,127.0.0.1,grep,False,True,False,False
2020-09-15 12:30:33,127.0.0.1,pwd,False,False,False,False
2021-04-20 12:47:16,127.0.0.1,rm,False,False,False,False
2020-02-09 07:57:38,127.0.0.1,ps,False,True,False,False
2021-12-31 21:44:22,127.0.0.1,cd,False,True,False,False
2021-06-29 07:34:25,192.168.201.223,touch,True,True,False,True
2021-12-25 12:56:37,127.0.0.1,sudo ls,False,False,False,False
2021-08-31 23:12:58,192.168.14.139,mkdir,True,True,False,True
2020-05-31 20:08:13,127.0.0.1,sudo top,False,True,False,False
2021-03-04 17:28:47,192.168.43.58,rm,True,False,False,False
2020-12-12 12:18:21,127.0.0.1,traceroute,False,False,False,False
2021-06-17 16:22:02,127.0.0.1,pwd,False,False,False,False
2022-02-22 17:05:54,192.168.113.241,touch,True,False,False,False
2020-10-25 10:45:20,127.0.0.1,pwd,False,False,False,False
2020-09-05 20:47:45,192.168.25.204,cat,True,True,False,True
2021-10-04 04:55:22,192.168.44.10,awk,True,True,False,True
2022-01-22 23:56:48,192.168.8.95,sudo pwd,True,True,False,True
2020-09-08 15:35:24,192.168.255.13,kill,True,False,True,True
2021-06-10 05:10:45,127.0.0.1,cp,False,True,False,False
2020-09-04 12:53:08,192.168.168.212,sudo ls,True,False,False,False
2020-12-01 10:19:44,192.168.108.254,sudo sed,True,False,False,False
2020-04-30 03:07:50,192.168.98.108,grep,True,True,False,True
2021-10-12 18:32:06,127.0.0.1,touch,False,True,False,False
2020-06-28 19:58:49,127.0.0.1,scp,False,True,True,True
2021-04-22 09:12:47,192.168.255.231,pwd,True,False,False,False
2020-09-27 12:03:20,127.0.0.1,ssh,False,False,True,True
2021-02-16 22:31:27,127.0.0.1,ping,False,True,False,False
2021-08-31 05:18:17,192.168.220.239,grep,True,True,False,True
2020-01-30 15:45:54,127.0.0.1,touch,False,False,False,False
2021-04-23 17:04:55,127.0.0.1,sudo cd,False,False,False,False
2021-02-28 00:07:16,127.0.0.1,ls,False,True,False,False
2022-03-10 03:00:01,127.0.0.1,pwd,False,True,False,False
2021-08-22 04:59:44,127.0.0.1,touch,False,True,False,False
2022-02-26 13:03:58,192.168.168.246,cd,True,False,False,False
2021-06-16 11:19:09,127.0.0.1,top,False,False,False,False
2021-02-16 17:18:39,127.0.0.1,cd,False,False,False,False
2021-10-12 03:02:35,127.0.0.1,mv,False,True,False,False
2020-04-01 15:24:58,192.168.1.176,pwd,True,False,False,False
2021-02-14 12:55:14,192.168.168.93,mkdir,True,False,False,False
2021-05-13 19:17:22,192.168.208.116,kill,True,True,True,True
2020-03-24 00:31:28,127.0.0.1,sed,False,True,False,False
2020-01-07 23:04:43,127.0.0.1,mv,False,True,False,False
2021-04-19 09:24:25,192.168.89.175,wget,True,False,True,True
2022-01-05 22:40:50,127.0.0.1,telnet,False,True,True,True
2020-09-27 22:26:37,127.0.0.1,sudo wget,False,True,False,False
2020-12-19 00:33:02,192.168.27.132,cd,True,True,False,True
2020-03-10 01:53:53,192.168.141.239,mkdir,True,True,False,True
2020-02-01 08:39:13,127.0.0.1,awk,False,True,False,False
2022-01-11 14:15:20,127.0.0.1,telnet,False,False,True,True
2021-05-21 22:20:06,127.0.0.1,rm,False,True,False,False
2021-10-29 11:48:41,192.168.241.193,telnet,True,False,True,True
2021-09-30 00:30:31,127.0.0.1,sudo netcat,False,True,False,False
2021-08-30 02:40:33,192.168.164.17,cd,True,True,False,True
2020-01-25 04:06:37,127.0.0.1,traceroute,False,True,False,False
2021-02-22 17:08:11,127.0.0.1,awk,False,False,False,False
2020-06-03 21:25:05,192.168.180.206,sudo sed,True,True,False,True
2020-02-23 19:26:34,127.0.0.1,nmap,False,True,True,True
2020-04-13 19:47:52,127.0.0.1,mkdir,False,True,False,False
2021-09-15 12:26:21,127.0.0.1,netcat,False,False,False,False
2020-06-21 20:47:15,192.168.21.238,mkdir,True,True,False,True
2021-10-13 20:53:37,127.0.0.1,rm,False,True,False,False
2021-08-25 20:57:58,127.0.0.1,sudo top,False,True,False,False
2020-02-11 01:34:54,127.0.0.1,curl,False,True,True,True
2020-05-17 00:57:09,127.0.0.1,sudo cp,False,True,False,False
2021-11-15 23:32:53,192.168.72.218,kill,True,True,True,True
2021-10-08 04:26:59,192.168.168.191,sudo mv,True,True,False,True
2020-05-20 00:43:55,127.0.0.1,traceroute,False,True,False,False
2020-03-24 11:45:50,127.0.0.1,grep,False,False,False,False
2020-01-06 01:12:59,192.168.252.222,ping,True,True,False,True
2020-04-06 12:16:27,192.168.214.157,mv,True,False,False,False
2020-03-06 15:12:13,192.168.159.136,wget,True,False,True,True
2021-11-19 18:16:08,192.168.34.142,rm,True,True,False,True
2021-09-09 21:43:26,127.0.0.1,rm,False,True,False,False
2020-05-23 15:13:08,192.168.248.10,ls,True,False,False,False
2021-02-01 16:36:24,192.168.124.162,rm,True,False,False,False
2020-04-24 07:06:14,192.168.212.127,ls,True,True,False,True
2021-07-14 10:37:36,192.168.230.23,sudo ls,True,False,False,False
2020-05-13 22:56:16,127.0.0.1,sudo ssh,False,True,False,False
2020-12-06 18:23:06,192.168.8.208,ps,True,True,False,True
2020-03-25 05:55:07,127.0.0.1,cd,False,True,False,False
2020-09-14 05:13:27,127.0.0.1,sudo mkdir,False,True,False,False
2020-08-31 07:45:12,192.168.204.159,netcat,True,True,False,True
2022-02-11 05:53:23,192.168.198.106,kill,True,True,True,True
2020-12-06 23:20:01,192.168.91.201,sudo touch,True,True,False,True
2021-05-12 10:46:01,192.168.91.59,top,True,False,False,False
